frame,joint_name,x,y
108,47,Head,376,331
108,47,Left Knee,338,339
108,47,Right Knee,378,333
108,48,Head,341,337
108,48,Left Shoulder,339,338
108,48,Right Shoulder,371,338
108,48,Left Knee,342,340
108,48,Right Knee,371,340
108,49,Head,369,340
108,49,Left Shoulder,345,344
108,49,Right Shoulder,371,344
108,49,Left Hip,364,350
108,49,Right Hip,369,349
108,49,Left Knee,363,352
108,49,Right Knee,370,354
108,50,Head,347,342
108,50,Left Hip,349,345
108,50,Right Hip,370,345
108,50,Left Knee,360,346
108,50,Right Knee,370,346
109,1,Head,383,90
109,1,Left Shoulder,342,156
109,1,Right Shoulder,416,135
109,1,Left Hip,219,205
109,1,Right Hip,491,202
109,1,Left Knee,166,229
109,1,Right Knee,553,328
109,2,Head,412,176
109,2,Left Knee,166,229
109,2,Right Knee,553,328
109,3,Head,446,184
109,3,Left Knee,166,229
109,3,Right Knee,553,328
109,4,Head,475,198
109,4,Left Knee,166,229
109,4,Right Knee,553,328
109,5,Head,489,204
109,5,Left Shoulder,254,207
109,5,Right Shoulder,490,206
109,5,Left Hip,222,209
109,5,Right Hip,489,209
109,5,Left Knee,166,229
109,5,Right Knee,553,328
109,6,Head,374,208
109,6,Left Shoulder,222,211
109,6,Right Shoulder,463,211
109,6,Left Hip,216,214
109,6,Right Hip,494,214
109,6,Left Knee,166,229
109,6,Right Knee,553,328
109,7,Head,448,209
109,7,Left Knee,166,229
109,7,Right Knee,553,328
109,8,Head,401,212
109,8,Left Shoulder,216,214
109,8,Right Shoulder,494,214
109,8,Left Hip,242,216
109,8,Right Hip,494,216
109,8,Left Knee,166,229
109,8,Right Knee,553,328
109,9,Head,451,213
109,9,Left Knee,166,229
109,9,Right Knee,553,328
109,10,Head,492,216
109,10,Left Shoulder,166,229
109,10,Right Shoulder,495,226
109,10,Left Hip,206,248
109,10,Right Hip,502,246
109,10,Left Knee,206,249
109,10,Right Knee,553,328
109,11,Head,443,217
109,11,Left Knee,166,229
109,11,Right Knee,553,328
109,12,Head,382,222
109,12,Left Shoulder,206,248
109,12,Right Shoulder,514,262
109,12,Left Hip,344,275
109,12,Right Hip,500,273
109,12,Left Knee,314,293
109,12,Right Knee,553,328
109,13,Head,165,226
109,13,Left Shoulder,167,227
109,13,Right Shoulder,495,227
109,13,Left Knee,166,229
109,13,Right Knee,553,328
109,14,Head,187,230
109,14,Left Knee,185,232
109,14,Right Knee,553,328
109,15,Head,425,234
109,15,Left Shoulder,211,239
109,15,Right Shoulder,496,239
109,15,Left Hip,209,245
109,15,Right Hip,502,246
109,15,Left Knee,206,249
109,15,Right Knee,553,328
109,16,Head,445,244
109,16,Left Shoulder,344,275
109,16,Right Shoulder,515,263
109,16,Left Hip,314,293
109,16,Right Hip,523,300
109,16,Left Knee,330,330
109,16,Right Knee,553,328
109,17,Head,507,249
109,17,Left Shoulder,206,250
109,17,Right Shoulder,512,250
109,17,Left Knee,211,252
109,17,Right Knee,553,328
109,18,Head,513,264
109,18,Left Knee,314,293
109,18,Right Knee,553,328
109,19,Head,399,270
109,19,Left Hip,348,273
109,19,Right Hip,500,273
109,19,Left Knee,314,293
109,19,Right Knee,553,328
109,20,Head,421,273
109,20,Left Knee,314,293
109,20,Right Knee,553,328
109,21,Head,314,292
109,21,Left Knee,314,294
109,21,Right Knee,553,328
109,22,Head,521,301
109,22,Left Shoulder,348,302
109,22,Right Shoulder,523,302
109,22,Left Hip,349,303
109,22,Right Hip,523,303
109,22,Left Knee,330,330
109,22,Right Knee,553,328
109,23,Head,511,303
109,23,Left Shoulder,344,309
109,23,Right Shoulder,527,312
109,23,Left Hip,354,318
109,23,Right Hip,510,321
109,23,Left Knee,330,330
109,23,Right Knee,553,328
109,24,Head,379,307
109,24,Left Knee,330,330
109,24,Right Knee,553,328
109,25,Head,516,308
109,25,Left Shoulder,345,310
109,25,Right Shoulder,519,310
109,25,Left Hip,358,313
109,25,Right Hip,527,313
109,25,Left Knee,330,330
109,25,Right Knee,553,328
109,26,Head,479,310
109,26,Left Shoulder,354,311
109,26,Right Shoulder,519,311
109,26,Left Hip,356,312
109,26,Right Hip,527,312
109,26,Left Knee,330,330
109,26,Right Knee,553,328
109,27,Head,490,313
109,27,Left Shoulder,354,317
109,27,Right Shoulder,509,318
109,27,Left Hip,352,324
109,27,Right Hip,510,322
109,27,Left Knee,330,330
109,27,Right Knee,553,328
109,28,Head,383,314
109,28,Left Knee,330,330
109,28,Right Knee,553,328
109,29,Head,335,325
109,29,Left Shoulder,330,331
109,29,Right Shoulder,553,331
109,29,Left Hip,356,339
109,29,Right Hip,376,339
109,29,Left Knee,345,344
109,29,Right Knee,533,346
109,30,Head,376,325
109,30,Left Shoulder,345,326
109,30,Right Shoulder,536,326
109,30,Left Hip,345,327
109,30,Right Hip,536,327
109,30,Left Knee,330,330
109,30,Right Knee,553,328
109,31,Head,535,329
109,31,Left Knee,330,331
109,31,Right Knee,553,331
109,32,Head,551,329
109,32,Left Knee,330,331
109,32,Right Knee,553,331
109,33,Head,374,340
109,33,Left Shoulder,345,344
109,33,Right Shoulder,376,343
109,33,Left Hip,346,347
109,33,Right Hip,533,347
109,33,Left Knee,368,350
109,33,Right Knee,533,350
109,34,Head,531,349
109,34,Left Knee,519,351
109,34,Right Knee,533,351
109,35,Head,522,350
109,35,Left Knee,520,352
109,35,Right Knee,528,352
110,1,Head,370,88
110,1,Left Shoulder,342,107
110,1,Right Shoulder,414,105
110,1,Left Hip,343,121
110,1,Right Hip,406,123
110,1,Left Knee,169,223
110,1,Right Knee,553,328
110,2,Head,349,150
110,2,Left Shoulder,216,190
110,2,Right Shoulder,469,191
110,2,Left Hip,169,223
110,2,Right Hip,495,222
110,2,Left Knee,169,226
110,2,Right Knee,553,328
110,3,Head,403,175
110,3,Left Shoulder,199,194
110,3,Right Shoulder,469,191
110,3,Left Hip,196,209
110,3,Right Hip,491,202
110,3,Left Knee,169,223
110,3,Right Knee,553,328
110,4,Head,467,194
110,4,Left Shoulder,199,195
110,4,Right Shoulder,469,195
110,4,Left Hip,199,196
110,4,Right Hip,468,196
110,4,Left Knee,169,223
110,4,Right Knee,553,328
110,5,Head,479,195
110,5,Left Knee,169,223
110,5,Right Knee,553,328
110,6,Head,475,198
110,6,Left Knee,169,223
110,6,Right Knee,553,328
110,7,Head,455,199
110,7,Left Shoulder,202,202
110,7,Right Shoulder,491,202
110,7,Left Hip,199,206
110,7,Right Hip,491,205
110,7,Left Knee,169,223
110,7,Right Knee,553,328
110,8,Head,428,200
110,8,Left Knee,169,223
110,8,Right Knee,553,328
110,9,Head,489,204
110,9,Left Shoulder,199,206
110,9,Right Shoulder,491,206
110,9,Left Hip,196,209
110,9,Right Hip,489,209
110,9,Left Knee,169,223
110,9,Right Knee,553,328
110,10,Head,362,205
110,10,Left Shoulder,187,239
110,10,Right Shoulder,515,263
110,10,Left Hip,310,303
110,10,Right Hip,526,311
110,10,Left Knee,329,329
110,10,Right Knee,553,328
110,11,Head,172,225
110,11,Left Shoulder,169,226
110,11,Right Shoulder,495,226
110,11,Left Knee,169,229
110,11,Right Knee,553,328
110,12,Head,408,226
110,12,Left Knee,169,229
110,12,Right Knee,553,328
110,13,Head,327,227
110,13,Left Knee,169,229
110,13,Right Knee,553,328
110,14,Head,359,234
110,14,Left Knee,187,239
110,14,Right Knee,553,328
110,15,Head,507,249
110,15,Left Shoulder,192,250
110,15,Right Shoulder,512,250
110,15,Left Knee,193,252
110,15,Right Knee,553,328
110,16,Head,359,252
110,16,Left Knee,196,254
110,16,Right Knee,553,328
110,17,Head,408,254
110,17,Left Knee,200,256
110,17,Right Knee,553,328
110,18,Head,412,260
110,18,Left Knee,310,303
110,18,Right Knee,553,328
110,19,Head,513,264
110,19,Left Knee,310,303
110,19,Right Knee,553,328
110,20,Head,314,292
110,20,Left Knee,310,303
110,20,Right Knee,553,328
110,21,Head,312,303
110,21,Left Knee,310,305
110,21,Right Knee,553,328
110,22,Head,516,308
110,22,Left Knee,329,329
110,22,Right Knee,553,328
110,23,Head,479,310
110,23,Left Shoulder,347,317
110,23,Right Shoulder,527,315
110,23,Left Hip,335,323
110,23,Right Hip,510,321
110,23,Left Knee,329,329
110,23,Right Knee,553,328
110,24,Head,523,311
110,24,Left Shoulder,339,313
110,24,Right Shoulder,527,313
110,24,Left Hip,348,315
110,24,Right Hip,527,315
110,24,Left Knee,329,329
110,24,Right Knee,553,328
110,25,Head,501,312
110,25,Left Shoulder,347,317
110,25,Right Shoulder,527,316
110,25,Left Hip,335,323
110,25,Right Hip,510,322
110,25,Left Knee,329,329
110,25,Right Knee,553,328
110,26,Head,491,327
110,26,Left Knee,329,329
110,26,Right Knee,553,329
110,27,Head,535,329
110,27,Left Knee,333,332
110,27,Right Knee,553,331
110,28,Head,551,329
110,28,Left Knee,333,332
110,28,Right Knee,553,331
110,29,Head,522,350
110,29,Left Shoulder,520,351
110,29,Right Shoulder,524,351
110,29,Left Knee,360,355
110,29,Right Knee,361,355
111,1,Head,364,87
111,1,Left Shoulder,304,152
111,1,Right Shoulder,408,123
111,1,Left Hip,183,202
111,1,Right Hip,491,202
111,1,Left Knee,158,221
111,1,Right Knee,553,328
111,2,Head,396,139
111,2,Left Knee,158,221
111,2,Right Knee,553,328
111,3,Head,370,181
111,3,Left Hip,215,184
111,3,Right Hip,431,184
111,3,Left Knee,158,221
111,3,Right Knee,553,328
111,4,Head,345,186
111,4,Left Knee,158,221
111,4,Right Knee,553,328
111,5,Head,467,194
111,5,Left Shoulder,186,195
111,5,Right Shoulder,469,195
111,5,Left Hip,225,196
111,5,Right Hip,468,196
111,5,Left Knee,158,221
111,5,Right Knee,553,328
111,6,Head,479,195
111,6,Left Knee,158,221
111,6,Right Knee,553,328
111,7,Head,475,198
111,7,Left Knee,158,221
111,7,Right Knee,553,328
111,8,Head,455,199
111,8,Left Knee,158,221
111,8,Right Knee,553,328
111,9,Head,436,200
111,9,Left Shoulder,178,245
111,9,Right Shoulder,517,256
111,9,Left Hip,311,303
111,9,Right Hip,518,308
111,9,Left Knee,314,311
111,9,Right Knee,553,328
111,10,Head,489,204
111,10,Left Shoulder,183,206
111,10,Right Shoulder,491,206
111,10,Left Hip,182,210
111,10,Right Hip,489,209
111,10,Left Knee,158,221
111,10,Right Knee,553,328
111,11,Head,462,206
111,11,Left Shoulder,183,207
111,11,Right Shoulder,490,207
111,11,Left Knee,158,221
111,11,Right Knee,553,328
111,12,Head,416,208
111,12,Left Shoulder,178,212
111,12,Right Shoulder,490,213
111,12,Left Hip,161,218
111,12,Right Hip,494,216
111,12,Left Knee,158,221
111,12,Right Knee,553,328
111,13,Head,428,216
111,13,Left Knee,158,221
111,13,Right Knee,553,328
111,14,Head,492,216
111,14,Left Shoulder,158,224
111,14,Right Shoulder,495,224
111,14,Left Hip,184,240
111,14,Right Hip,496,236
111,14,Left Knee,178,245
111,14,Right Knee,553,328
111,15,Head,455,219
111,15,Left Knee,158,221
111,15,Right Knee,553,328
111,16,Head,163,220
111,16,Left Hip,158,223
111,16,Right Hip,495,223
111,16,Left Knee,158,224
111,16,Right Knee,553,328
111,17,Head,323,223
111,17,Left Knee,163,225
111,17,Right Knee,553,328
111,18,Head,399,224
111,18,Left Knee,163,226
111,18,Right Knee,553,328
111,19,Head,408,226
111,19,Left Knee,176,228
111,19,Right Knee,553,328
111,20,Head,466,226
111,20,Left Shoulder,176,228
111,20,Right Shoulder,495,228
111,20,Left Hip,179,230
111,20,Right Hip,490,230
111,20,Left Knee,178,245
111,20,Right Knee,553,328
111,21,Head,331,228
111,21,Left Hip,179,231
111,21,Right Hip,489,231
111,21,Left Knee,178,245
111,21,Right Knee,553,328
111,22,Head,507,249
111,22,Left Shoulder,182,250
111,22,Right Shoulder,512,250
111,22,Left Knee,189,252
111,22,Right Knee,553,328
111,23,Head,404,256
111,23,Left Knee,311,303
111,23,Right Knee,553,328
111,24,Head,515,258
111,24,Left Shoulder,329,261
111,24,Right Shoulder,517,260
111,24,Left Hip,333,263
111,24,Right Hip,516,263
111,24,Left Knee,311,303
111,24,Right Knee,553,328
111,25,Head,412,260
111,25,Left Shoulder,329,261
111,25,Right Shoulder,515,261
111,25,Left Hip,332,262
111,25,Right Hip,516,262
111,25,Left Knee,311,303
111,25,Right Knee,553,328
111,26,Head,312,303
111,26,Left Knee,314,309
111,26,Right Knee,553,328
111,27,Head,516,308
111,27,Left Knee,314,310
111,27,Right Knee,553,328
111,28,Head,317,310
111,28,Left Knee,314,312
111,28,Right Knee,553,328
111,29,Head,501,312
111,29,Left Shoulder,339,319
111,29,Right Shoulder,527,316
111,29,Left Hip,339,322
111,29,Right Hip,510,322
111,29,Left Knee,331,328
111,29,Right Knee,553,328
111,30,Head,477,313
111,30,Left Shoulder,347,314
111,30,Right Shoulder,527,314
111,30,Left Knee,331,328
111,30,Right Knee,553,328
111,31,Head,526,314
111,31,Left Shoulder,346,315
111,31,Right Shoulder,527,315
111,31,Left Hip,346,316
111,31,Right Hip,527,316
111,31,Left Knee,331,328
111,31,Right Knee,553,328
111,32,Head,376,319
111,32,Left Knee,331,328
111,32,Right Knee,553,328
111,33,Head,467,323
111,33,Left Hip,340,326
111,33,Right Hip,536,326
111,33,Left Knee,331,328
111,33,Right Knee,553,328
111,34,Head,481,325
111,34,Left Knee,331,328
111,34,Right Knee,553,328
111,35,Head,535,329
111,35,Left Knee,339,339
111,35,Right Knee,553,331
111,36,Head,551,329
111,36,Left Knee,339,339
111,36,Right Knee,553,331
111,37,Head,516,350
111,37,Left Knee,359,355
111,37,Right Knee,518,352
112,1,Head,366,87
112,1,Left Shoulder,293,151
112,1,Right Shoulder,408,126
112,1,Left Hip,182,196
112,1,Right Hip,481,197
112,1,Left Knee,121,211
112,1,Right Knee,553,328
112,2,Head,425,175
112,2,Left Shoulder,184,187
112,2,Right Shoulder,469,191
112,2,Left Hip,174,209
112,2,Right Hip,491,202
112,2,Left Knee,121,211
112,2,Right Knee,553,328
112,3,Head,342,185
112,3,Left Shoulder,184,189
112,3,Right Shoulder,469,191
112,3,Left Hip,182,196
112,3,Right Hip,469,194
112,3,Left Knee,121,211
112,3,Right Knee,553,328
112,4,Head,327,190
112,4,Left Shoulder,185,191
112,4,Right Shoulder,469,191
112,4,Left Knee,121,211
112,4,Right Knee,553,328
112,5,Head,467,194
112,5,Left Shoulder,183,195
112,5,Right Shoulder,469,195
112,5,Left Hip,182,196
112,5,Right Hip,468,196
112,5,Left Knee,121,211
112,5,Right Knee,553,328
112,6,Head,479,195
112,6,Left Knee,121,211
112,6,Right Knee,553,328
112,7,Head,475,198
112,7,Left Knee,121,211
112,7,Right Knee,553,328
112,8,Head,455,199
112,8,Left Knee,121,211
112,8,Right Knee,553,328
112,9,Head,357,203
112,9,Left Shoulder,178,235
112,9,Right Shoulder,517,256
112,9,Left Hip,339,279
112,9,Right Hip,518,308
112,9,Left Knee,314,310
112,9,Right Knee,553,328
112,10,Head,435,203
112,10,Left Shoulder,178,207
112,10,Right Shoulder,490,207
112,10,Left Hip,121,211
112,10,Right Hip,490,213
112,10,Left Knee,123,214
112,10,Right Knee,553,328
112,11,Head,489,204
112,11,Left Shoulder,178,207
112,11,Right Shoulder,491,206
112,11,Left Hip,124,210
112,11,Right Hip,489,209
112,11,Left Knee,121,211
112,11,Right Knee,553,328
112,12,Head,462,206
112,12,Left Shoulder,178,207
112,12,Right Shoulder,490,207
112,12,Left Knee,121,211
112,12,Right Knee,553,328
112,13,Head,124,212
112,13,Left Knee,123,214
112,13,Right Knee,553,328
112,14,Head,154,215
112,14,Left Hip,157,218
112,14,Right Hip,494,218
112,14,Left Knee,161,219
112,14,Right Knee,553,328
112,15,Head,492,216
112,15,Left Shoulder,173,224
112,15,Right Shoulder,494,226
112,15,Left Hip,180,241
112,15,Right Hip,496,236
112,15,Left Knee,179,247
112,15,Right Knee,553,328
112,16,Head,455,219
112,16,Left Knee,161,221
112,16,Right Knee,553,328
112,17,Head,323,223
112,17,Left Knee,176,225
112,17,Right Knee,553,328
112,18,Head,399,224
112,18,Left Shoulder,176,225
112,18,Right Shoulder,486,225
112,18,Left Knee,178,235
112,18,Right Knee,553,328
112,19,Head,331,228
112,19,Left Shoulder,183,229
112,19,Right Shoulder,490,229
112,19,Left Knee,178,235
112,19,Right Knee,553,328
112,20,Head,507,249
112,20,Left Shoulder,347,250
112,20,Right Shoulder,512,250
112,20,Left Knee,314,310
112,20,Right Knee,553,328
112,21,Head,404,256
112,21,Left Knee,314,310
112,21,Right Knee,553,328
112,22,Head,515,258
112,22,Left Shoulder,329,261
112,22,Right Shoulder,517,260
112,22,Left Hip,383,263
112,22,Right Hip,516,263
112,22,Left Knee,314,310
112,22,Right Knee,553,328
112,23,Head,489,259
112,23,Left Shoulder,381,260
112,23,Right Shoulder,517,260
112,23,Left Knee,314,310
112,23,Right Knee,553,328
112,24,Head,412,260
112,24,Left Knee,314,310
112,24,Right Knee,553,328
112,25,Head,402,266
112,25,Left Knee,314,310
112,25,Right Knee,553,328
112,26,Head,468,298
112,26,Left Shoulder,388,299
112,26,Right Shoulder,474,299
112,26,Left Hip,342,300
112,26,Right Hip,509,300
112,26,Left Knee,314,310
112,26,Right Knee,553,328
112,27,Head,516,308
112,27,Left Knee,314,310
112,27,Right Knee,553,328
112,28,Head,317,310
112,28,Left Knee,314,312
112,28,Right Knee,553,328
112,29,Head,329,311
112,29,Left Knee,327,313
112,29,Right Knee,553,328
112,30,Head,526,314
112,30,Left Shoulder,396,315
112,30,Right Shoulder,527,315
112,30,Left Hip,480,316
112,30,Right Hip,527,316
112,30,Left Knee,331,330
112,30,Right Knee,553,328
112,31,Head,481,325
112,31,Left Knee,331,330
112,31,Right Knee,553,328
112,32,Head,491,327
112,32,Left Knee,331,330
112,32,Right Knee,553,329
112,33,Head,535,329
112,33,Left Knee,339,339
112,33,Right Knee,553,331
112,34,Head,551,329
112,34,Left Knee,339,339
112,34,Right Knee,553,331
113,1,Head,375,89
113,1,Left Shoulder,338,147
113,1,Right Shoulder,416,127
113,1,Left Hip,191,188
113,1,Right Hip,477,197
113,1,Left Knee,69,201
113,1,Right Knee,544,327
113,2,Head,430,180
113,2,Left Shoulder,191,188
113,2,Right Shoulder,468,194
113,2,Left Hip,69,201
113,2,Right Hip,491,205
113,2,Left Knee,149,210
113,2,Right Knee,544,327
113,3,Head,303,194
113,3,Left Knee,69,201
113,3,Right Knee,544,327
113,4,Head,467,194
113,4,Left Shoulder,212,195
113,4,Right Shoulder,468,195
113,4,Left Hip,192,196
113,4,Right Hip,468,196
113,4,Left Knee,69,201
113,4,Right Knee,544,327
113,5,Head,475,198
113,5,Left Knee,69,201
113,5,Right Knee,544,327
113,6,Head,455,199
113,6,Left Knee,69,201
113,6,Right Knee,544,327
113,7,Head,72,203
113,7,Left Knee,72,205
113,7,Right Knee,544,327
113,8,Head,366,203
113,8,Left Shoulder,192,240
113,8,Right Shoulder,515,262
113,8,Left Hip,336,306
113,8,Right Hip,504,302
113,8,Left Knee,314,310
113,8,Right Knee,544,327
113,9,Head,489,204
113,9,Left Shoulder,72,206
113,9,Right Shoulder,490,206
113,9,Left Hip,149,210
113,9,Right Hip,490,209
113,9,Left Knee,149,211
113,9,Right Knee,544,327
113,10,Head,462,206
113,10,Left Shoulder,153,207
113,10,Right Shoulder,489,207
113,10,Left Knee,149,210
113,10,Right Knee,544,327
113,11,Head,420,211
113,11,Left Shoulder,168,214
113,11,Right Shoulder,494,214
113,11,Left Hip,183,218
113,11,Right Hip,494,218
113,11,Left Knee,184,229
113,11,Right Knee,544,327
113,12,Head,339,214
113,12,Left Shoulder,183,218
113,12,Right Shoulder,494,218
113,12,Left Hip,192,224
113,12,Right Hip,494,226
113,12,Left Knee,184,229
113,12,Right Knee,544,327
113,13,Head,440,215
113,13,Left Shoulder,183,216
113,13,Right Shoulder,494,216
113,13,Left Hip,183,217
113,13,Right Hip,494,217
113,13,Left Knee,183,218
113,13,Right Knee,544,327
113,14,Head,492,216
113,14,Left Shoulder,192,240
113,14,Right Shoulder,512,250
113,14,Left Hip,340,276
113,14,Right Hip,500,273
113,14,Left Knee,314,310
113,14,Right Knee,544,327
113,15,Head,459,217
113,15,Left Shoulder,185,220
113,15,Right Shoulder,494,220
113,15,Left Hip,190,223
113,15,Right Hip,495,223
113,15,Left Knee,184,229
113,15,Right Knee,544,327
113,16,Head,418,226
113,16,Left Knee,184,229
113,16,Right Knee,544,327
113,17,Head,425,234
113,17,Left Shoulder,193,237
113,17,Right Shoulder,496,237
113,17,Left Hip,192,241
113,17,Right Hip,491,241
113,17,Left Knee,192,244
113,17,Right Knee,544,327
113,18,Head,507,249
113,18,Left Shoulder,333,250
113,18,Right Shoulder,512,250
113,18,Left Knee,314,310
113,18,Right Knee,544,327
113,19,Head,359,252
113,19,Left Knee,314,310
113,19,Right Knee,544,327
113,20,Head,408,254
113,20,Left Knee,314,310
113,20,Right Knee,544,327
113,21,Head,404,257
113,21,Left Knee,314,310
113,21,Right Knee,544,327
113,22,Head,489,259
113,22,Left Shoulder,340,276
113,22,Right Shoulder,484,274
113,22,Left Hip,336,306
113,22,Right Hip,504,302
113,22,Left Knee,314,310
113,22,Right Knee,544,327
113,23,Head,424,263
113,23,Left Knee,314,310
113,23,Right Knee,544,327
113,24,Head,513,264
113,24,Left Knee,314,310
113,24,Right Knee,544,327
113,25,Head,401,279
113,25,Left Shoulder,340,281
113,25,Right Shoulder,437,281
113,25,Left Hip,373,283
113,25,Right Hip,435,283
113,25,Left Knee,314,310
113,25,Right Knee,544,327
113,26,Head,437,302
113,26,Left Knee,314,310
113,26,Right Knee,544,327
113,27,Head,453,302
113,27,Left Shoulder,358,304
113,27,Right Shoulder,504,304
113,27,Left Hip,336,306
113,27,Right Hip,504,306
113,27,Left Knee,314,310
113,27,Right Knee,544,327
113,28,Head,502,304
113,28,Left Knee,314,310
113,28,Right Knee,544,327
113,29,Head,516,308
113,29,Left Knee,314,310
113,29,Right Knee,544,327
113,30,Head,317,310
113,30,Left Knee,314,312
113,30,Right Knee,544,327
113,31,Head,329,311
113,31,Left Knee,327,313
113,31,Right Knee,544,327
113,32,Head,501,312
113,32,Left Shoulder,346,316
113,32,Right Shoulder,527,316
113,32,Left Hip,346,324
113,32,Right Hip,510,322
113,32,Left Knee,329,329
113,32,Right Knee,544,327
113,33,Head,526,314
113,33,Left Shoulder,346,315
113,33,Right Shoulder,527,315
113,33,Left Hip,346,316
113,33,Right Hip,527,316
113,33,Left Knee,329,329
113,33,Right Knee,544,327
113,34,Head,379,319
113,34,Left Knee,329,329
113,34,Right Knee,544,327
113,35,Head,491,327
113,35,Left Knee,329,329
113,35,Right Knee,544,329
113,36,Head,542,329
113,36,Left Knee,335,331
113,36,Right Knee,544,331
114,1,Head,387,90
114,1,Left Shoulder,369,139
114,1,Right Shoulder,438,122
114,1,Left Hip,221,190
114,1,Right Hip,464,193
114,1,Left Knee,67,203
114,1,Right Knee,518,307
114,2,Head,268,171
114,2,Left Shoulder,268,172
114,2,Right Shoulder,393,172
114,2,Left Knee,67,203
114,2,Right Knee,518,307
114,3,Head,475,198
114,3,Left Knee,67,203
114,3,Right Knee,518,307
114,4,Head,70,202
114,4,Left Knee,67,204
114,4,Right Knee,518,307
114,5,Head,78,203
114,5,Left Knee,69,205
114,5,Right Knee,518,307
114,6,Head,489,204
114,6,Left Shoulder,102,206
114,6,Right Shoulder,490,206
114,6,Left Hip,152,209
114,6,Right Hip,490,210
114,6,Left Knee,152,211
114,6,Right Knee,518,307
114,7,Head,104,205
114,7,Left Knee,104,207
114,7,Right Knee,518,307
114,8,Head,428,205
114,8,Left Knee,104,207
114,8,Right Knee,518,307
114,9,Head,386,206
114,9,Left Shoulder,214,230
114,9,Right Shoulder,512,250
114,9,Left Hip,351,268
114,9,Right Hip,515,266
114,9,Left Knee,304,304
114,9,Right Knee,518,307
114,10,Head,465,206
114,10,Left Shoulder,214,230
114,10,Right Shoulder,497,225
114,10,Left Hip,351,268
114,10,Right Hip,515,266
114,10,Left Knee,304,304
114,10,Right Knee,518,307
114,11,Head,155,209
114,11,Left Knee,152,211
114,11,Right Knee,518,307
114,12,Head,169,210
114,12,Left Knee,192,212
114,12,Right Knee,518,307
114,13,Head,492,216
114,13,Left Knee,209,218
114,13,Right Knee,518,307
114,14,Head,453,225
114,14,Left Shoulder,359,252
114,14,Right Shoulder,515,266
114,14,Left Hip,349,296
114,14,Right Hip,506,290
114,14,Left Knee,304,304
114,14,Right Knee,518,307
114,15,Head,347,239
114,15,Left Knee,221,241
114,15,Right Knee,518,307
114,16,Head,409,242
114,16,Left Knee,304,304
114,16,Right Knee,518,307
114,17,Head,440,243
114,17,Left Shoulder,398,246
114,17,Right Shoulder,502,246
114,17,Left Hip,379,249
114,17,Right Hip,509,249
114,17,Left Knee,304,304
114,17,Right Knee,518,307
114,18,Head,415,246
114,18,Left Shoulder,361,250
114,18,Right Shoulder,512,250
114,18,Left Hip,359,253
114,18,Right Hip,491,253
114,18,Left Knee,304,304
114,18,Right Knee,518,307
114,19,Head,507,249
114,19,Left Shoulder,361,250
114,19,Right Shoulder,512,250
114,19,Left Knee,304,304
114,19,Right Knee,518,307
114,20,Head,359,252
114,20,Left Knee,304,304
114,20,Right Knee,518,307
114,21,Head,424,261
114,21,Left Shoulder,443,265
114,21,Right Shoulder,499,265
114,21,Left Hip,351,268
114,21,Right Hip,500,267
114,21,Left Knee,304,304
114,21,Right Knee,518,307
114,22,Head,513,264
114,22,Left Knee,304,304
114,22,Right Knee,518,307
114,23,Head,354,270
114,23,Left Shoulder,351,271
114,23,Right Shoulder,468,271
114,23,Left Hip,351,272
114,23,Right Hip,490,272
114,23,Left Knee,304,304
114,23,Right Knee,518,307
114,24,Head,467,272
114,24,Left Shoulder,355,273
114,24,Right Shoulder,501,273
114,24,Left Hip,403,274
114,24,Right Hip,501,274
114,24,Left Knee,304,304
114,24,Right Knee,518,307
114,25,Head,421,273
114,25,Left Knee,304,304
114,25,Right Knee,518,307
114,26,Head,488,297
114,26,Left Hip,350,300
114,26,Right Hip,502,300
114,26,Left Knee,304,304
114,26,Right Knee,518,307
114,27,Head,473,299
114,27,Left Knee,304,304
114,27,Right Knee,518,307
114,28,Head,500,299
114,28,Left Knee,304,304
114,28,Right Knee,518,307
114,29,Head,306,303
114,29,Left Knee,306,305
114,29,Right Knee,518,307
114,30,Head,511,303
114,30,Left Knee,306,305
114,30,Right Knee,518,307
114,31,Head,516,308
114,31,Left Knee,314,310
114,31,Right Knee,518,310
114,32,Head,317,310
114,32,Left Knee,314,312
114,32,Right Knee,518,329
114,33,Head,479,310
114,33,Left Knee,314,312
114,33,Right Knee,518,329
114,34,Head,509,311
114,34,Left Shoulder,351,316
114,34,Right Shoulder,512,316
114,34,Left Hip,341,323
114,34,Right Hip,510,322
114,34,Left Knee,331,329
114,34,Right Knee,518,329
114,35,Head,526,314
114,35,Left Shoulder,352,315
114,35,Right Shoulder,512,315
114,35,Left Hip,351,316
114,35,Right Hip,512,316
114,35,Left Knee,331,329
114,35,Right Knee,518,329
114,36,Head,366,316
114,36,Left Knee,331,329
114,36,Right Knee,518,329
114,37,Head,383,316
114,37,Left Knee,331,329
114,37,Right Knee,518,329
114,38,Head,496,316
114,38,Left Knee,331,329
114,38,Right Knee,518,329
114,39,Head,492,321
114,39,Left Shoulder,341,323
114,39,Right Shoulder,510,323
114,39,Left Hip,337,327
114,39,Right Hip,515,327
114,39,Left Knee,331,329
114,39,Right Knee,518,329
114,40,Head,341,323
114,40,Left Shoulder,331,330
114,40,Right Shoulder,518,330
114,40,Left Hip,341,339
114,40,Right Hip,377,344
114,40,Left Knee,373,345
114,40,Right Knee,377,345
115,1,Head,421,90
115,1,Left Shoulder,393,107
